,created_date,job_title,company,salary,address,time,link_description,min_salary,max_salary,salary_unit,position,level,city,district
552,2023-08-01,AI Enigneer,CÔNG TY TNHH CLOUD ACE,Thoả thuận,Hồ Chí Minh: Quận 4,Còn 22 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/ai-enigneer/1048997.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,UNKNOWN,Hồ Chí Minh, Quận 4
553,2023-08-01,Nhân Viên IT Khu Vực Đà Lạt,Công Ty TNHH Môi Giới Bất Động Sản Sương Nguyệt Ánh,5 - 10 triệu,Lâm Đồng: TP Đà Lạt,Còn 22 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it-khu-vuc-da-lat/1075862.html?ta_source=JobSearchList_LinkDetail,5,10,million VND,OTHER,UNKNOWN,Lâm Đồng, TP Đà Lạt
554,2023-08-01,Powerbi/Looker Developer (Offer Upto $2000),Công Ty Cổ Phần Công Nghệ VMO Holdings,35 - 45 triệu,Hà Nội: Cầu Giấy,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/powerbi-looker-developer-offer-upto-2000/1076253.html?ta_source=JobSearchList_LinkDetail,35,45,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Cầu Giấy
555,2023-08-01,Lập Trình Viên Web App - React JS Là m Việc Tại Nghệ An,Công Ty Cổ Phần Công Nghệ ECRM,10 - 18 triệu,Nghệ An: TP Vinh,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-web-app-react-js-lam-viec-tai-nghe-an/1050969.html?ta_source=JobSearchList_LinkDetail,10,18,million VND,SOFTWARE_ENGINEER,UNKNOWN,Nghệ An, TP Vinh
556,2023-08-01,Information Systems Staff,Công ty TNHH hệ thống dây dẫn Sumi Việt Nam,Trên 363 USD,"Hà Nam: Duy Tiên, Thanh Liêm",Còn 23 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/information-systems-staff/1032184.html?ta_source=JobSearchList_LinkDetail,363,363,USD,OTHER,UNKNOWN,Hà Nam," Duy Tiên, Thanh Liêm"
557,2023-08-01,Chuyên Viên Quản Trị Cơ Sở Dữ Liệu (Csdl)/Senior Database Administrator,"NGÂN HÀNG THÆ¯Æ NG MẠI Cá»"" PHẦN VIỆT NAM THÆ¯Æ NG TÍN",12 - 25 triệu,Hồ Chí Minh: Quận 3,Còn 4 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-co-so-du-lieu-csdl-senior-database-administrator/1076185.html?ta_source=JobSearchList_LinkDetail,12,25,million VND,BUSINESS_ANALYST,SENIOR,Hồ Chí Minh, Quận 3
558,2023-08-01,Java Developer,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,"Tá»›i 2,000 USD",Hồ Chí Minh: Tân Bình,Còn 22 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/java-developer/916716.html?ta_source=JobSearchList_LinkDetail,,"2,000",USD,SOFTWARE_ENGINEER,UNKNOWN,Hồ Chí Minh, Tân Bình
559,2023-08-01,Nhân Viên Kỹ Thuật Hậu Kiểm,Công ty TNHH Thu phí tự động VETC,Tới 8 triệu,Bắc Ninh: Quế Võ,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-hau-kiem/1048786.html?ta_source=JobSearchList_LinkDetail,,8,million VND,OTHER,UNKNOWN,Bắc Ninh, Quế Võ
560,2023-08-01,Nodejs Developer,CÔNG TY TNHH THÆ¯Æ NG MẠI & DỊCH VỤ TECHNOLOGY ORBIT,"Tá»›i 1,500 USD",Hồ Chí Minh: Gò Vấp,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nodejs-developer/1075870.html?ta_source=JobSearchList_LinkDetail,,"1,500",USD,SOFTWARE_ENGINEER,UNKNOWN,Hồ Chí Minh, Gò Vấp
561,2023-08-01,"Lập Trình Viên Front End Angular, Reactjs,Vuejs",Công ty cổ phần Phenikaa-X,Trên 15 triệu,Hà Nội: Hà Đông,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-front-end-angular-reactjs-vuejs/983057.html?ta_source=JobSearchList_LinkDetail,15,15,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Hà Đông
562,2023-08-01,Nhân Viên Manual Tester (QA/QC Tester),Công ty cổ phần công nghệ PosApp,10 - 14 triệu,Hồ Chí Minh: Tân Bình,Còn 9 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-manual-tester-qa-qc-tester/1063934.html?ta_source=JobSearchList_LinkDetail,10,14,million VND,QA_TESTER,UNKNOWN,Hồ Chí Minh, Tân Bình
563,2023-08-01,"Senior Back End Dev (Nodejs, Python Or Golang)",Công ty Cổ phần Appota,Thoả thuận,Hà Nội: Ba Đình,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/senior-back-end-dev-nodejs-python-or-golang/1075875.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,SENIOR,Hà Nội, Ba Đình
564,2023-08-01,Middle Front End Dev (Reactjs),Công ty Cổ phần Appota,Thoả thuận,Hà Nội: Ba Đình,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/middle-front-end-dev-reactjs/1075877.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,MIDDLE,Hà Nội, Ba Đình
565,2023-08-01,Java Developer Intern/Fresher (Là m Việc Tại HCM),CÔNG TY TNHH CÔNG NGHỆ ALTEK,Thoả thuận,Hồ Chí Minh: Bình Thạnh,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/java-developer-intern-fresher-lam-viec-tai-hcm/761609.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,FRESHER,Hồ Chí Minh, Bình Thạnh
566,2023-08-01,Java Developer (Cao Lãnh),CÔNG TY TNHH CÔNG NGHỆ ALTEK,Thoả thuận,Đồng Tháp: Cao Lãnh,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/java-developer-cao-lanh/1040670.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,UNKNOWN,Đồng Tháp, Cao Lãnh
567,2023-08-01,Mobile Developer (Android/IOS/Cao Lãnh),CÔNG TY TNHH CÔNG NGHỆ ALTEK,Thoả thuận,Đồng Tháp: Cao Lãnh,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/mobile-developer-android-ios-cao-lanh/1040686.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,UNKNOWN,Đồng Tháp, Cao Lãnh
568,2023-08-01,Kỹ Sư Mạng & Bảo Mật (Network Engineer),Công ty TNHH Công nghệ số NGS,Tới 40 triệu,Hà Nội: Tây Hồ,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/ky-su-mang-bao-mat-network-engineer/956796.html?ta_source=JobSearchList_LinkDetail,,40,million VND,OTHER,UNKNOWN,Hà Nội, Tây Hồ
569,2023-08-01,Manual Tester (Cao Lãnh),CÔNG TY TNHH CÔNG NGHỆ ALTEK,Thoả thuận,Đồng Tháp: Cao Lãnh,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/manual-tester-cao-lanh/1040701.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,QA_TESTER,UNKNOWN,Đồng Tháp, Cao Lãnh
570,2023-08-01,.Net Developer (C#),CÔNG TY TNHH STEPMEDIA SOFTWARE VIỆT NAM,"Tá»›i 2,200 USD",Hồ Chí Minh: Đà Nẵng,Còn 9 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/net-developer-c/1062829.html?ta_source=JobSearchList_LinkDetail,,"2,200",USD,SOFTWARE_ENGINEER,UNKNOWN,Hồ Chí Minh, Đà Nẵng
571,2023-08-01,Middle Fullstack,Công ty TNHH Medring Vietnam International,20 - 30 triệu,Hà Nội: Cầu Giấy,Còn 21 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/middle-fullstack/1075099.html?ta_source=JobSearchList_LinkDetail,20,30,million VND,SOFTWARE_ENGINEER,MIDDLE,Hà Nội, Cầu Giấy
572,2023-08-01,Lập Trình Viên Unity (Unity Developer - All Level),Công ty Cổ phần Công nghệ và Sáng tạo Rocket,"Tá»›i 2,000 USD",Hà Nội: Thanh Xuân,Còn 19 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-unity-unity-developer-all-level/971141.html?ta_source=JobSearchList_LinkDetail,,"2,000",USD,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Thanh Xuân
573,2023-08-01,Software Mid-Level Engineer,MindX Technology School,"Trên 1,300 USD",Hà Nội: Đống Đa,Còn 91 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/software-mid-level-engineer/914796.html?ta_source=JobSearchList_LinkDetail,"1,300","1,300",USD,SOFTWARE_ENGINEER,MIDDLE,Hà Nội, Đống Đa
574,2023-08-01,Backend Developer (Upto 25M),CTCP Chứng khoán DSC,Tới 25 triệu,Hà Nội: Cầu Giấy,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/backend-developer-upto-25m/1075500.html?ta_source=JobSearchList_LinkDetail,,25,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Cầu Giấy
575,2023-08-01,3D Artist Game Tại Cầu Giấy,CÔNG TY TNHH PLAYCITY,6 - 15 triệu,Hà Nội: Cầu Giấy,Còn 19 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/3d-artist-game-tai-cau-giay/1075307.html?ta_source=JobSearchList_LinkDetail,6,15,million VND,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
576,2023-08-01,Fresher/Junior System Monitor Support,CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ,Thoả thuận,Hồ Chí Minh: Thủ Đức,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/fresher-junior-system-monitor-support/1074996.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,IT_SUPPORT,JUNIOR,Hồ Chí Minh, Thủ Đức
577,2023-08-01,Frontend Developer (React/Vuejs),Công Ty SmartOSC,Thoả thuận,Hà Nội: Nam Từ Liêm,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/frontend-developer-react-vuejs/872374.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Nam Từ Liêm
578,2023-08-01,Nhân Viên Game Designer,CÔNG TY TNHH CÔNG NGHỆ ANTADA,Thoả thuận,Hồ Chí Minh: Quận 1,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-game-designer/748666.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,UI_UX_DESIGNER,UNKNOWN,Hồ Chí Minh, Quận 1
579,2023-08-01,Tester (Tiếng Nhật),CÔNG TY CỔ PHẦN PHẦN MỀM MIRAI VIỆT NAM,Thoả thuận,Hà Nội: Cầu Giấy,Còn 39 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/tester-tieng-nhat/1075224.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,QA_TESTER,UNKNOWN,Hà Nội, Cầu Giấy
580,2023-08-01,Nhân Viên Kỹ Thuật Máy Photocopy - Máy In,công ty tnhh MTV Máy Tính Thuận Nhân,Trên 12 triệu,Long An: Bến Lức,Còn 24 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-may-photocopy-may-in/841458.html?ta_source=JobSearchList_LinkDetail,12,12,million VND,OTHER,UNKNOWN,Long An, Bến Lức
583,2023-08-01,Kỹ Sư IT Tại Hà Nội (Lương Cứng Từ 10Tr - 20Tr),CÔNG TY TNHH KỸ THUẬT THÔNG TIN JUNIWER VIỆT NAM,Trên 10 triệu,Hà Nội,Còn 60 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/ky-su-it-tai-ha-noi-luong-cung-tu-10tr-20tr/479416.html?ta_source=JobSearchList_LinkDetail,10,10,million VND,OTHER,UNKNOWN,Hà Nội,
584,2023-08-01,Nhân Viên IT,CÔNG TY TNHH KỸ THUẬT THÔNG TIN JUNIWER VIỆT NAM,10 - 20 triệu,Hà Nội: Cầu Giấy,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it/644150.html?ta_source=JobSearchList_LinkDetail,10,20,million VND,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
585,2023-08-01,Thực Tập Sinh Dev Net,Công ty Cổ phần Tư vấn Quản trị DN Tinh Vân,Thoả thuận,Hà Nội: Thanh Xuân,Còn 14 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/thuc-tap-sinh-dev-net/1075695.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,INTERN,Hà Nội, Thanh Xuân
586,2023-08-01,Trưởng Nhóm Phân Tích Nghiệp Vụ (Business Analyst) - Hà Nội,Công ty Cổ phần Tư vấn Quản trị DN Tinh Vân,Trên 15 triệu,Hà Nội: Thanh Xuân,Còn 19 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/truong-nhom-phan-tich-nghiep-vu-business-analyst-ha-noi/1043148.html?ta_source=JobSearchList_LinkDetail,15,15,million VND,BUSINESS_ANALYST,LEAD,Hà Nội, Thanh Xuân
587,2023-08-01,Service Desk,NetNam Corp,Trên 11 triệu,Hà Nội: Cầu Giấy,Còn 19 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/service-desk/1073960.html?ta_source=JobSearchList_LinkDetail,11,11,million VND,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
588,2023-08-01,Devops (Up To 40M),Công ty TNHH Thu phí tự động VETC,"Tá»›i 1,800 USD",Hà Nội: Nam Từ Liêm,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/devops-up-to-40m/763871.html?ta_source=JobSearchList_LinkDetail,,"1,800",USD,DEVOPS_ENGINEER,UNKNOWN,Hà Nội, Nam Từ Liêm
589,2023-08-01,Nhân Viên Vi Tính (Co.Opmart Gò Công),Liên Hiệp HTX Thương mại TP.HCM (Saigon Co.op),Thoả thuận,Tiền Giang,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-vi-tinh-co-opmart-go-cong/1075065.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,UNKNOWN,Tiền Giang,
590,2023-08-01,Chuyên Viên Quản Trị Mạng,Công ty TNHH Thu phí tự động VETC,"Tá»›i 1,200 USD",Hà Nội: Nam Từ Liêm,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-mang/799036.html?ta_source=JobSearchList_LinkDetail,,"1,200",USD,OTHER,UNKNOWN,Hà Nội, Nam Từ Liêm
591,2023-08-01,Senior QC (Manual Test),CÔNG TY CỔ PHẦN EMDDI,Thoả thuận,Hà Nội: Nam Từ Liêm,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/senior-qc-manual-test/1075543.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,QA_TESTER,SENIOR,Hà Nội, Nam Từ Liêm
592,2023-08-01,Chuyên Viên IT - IT Helpdesk Quận 7,"CÔNG TY Cá»"" PHẦN THÆ¯Æ NG MẠI HI-FOODS",10 - 12 triệu,Hồ Chí Minh: Quận 7,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/chuyen-vien-it-it-helpdesk-quan-7/1075443.html?ta_source=JobSearchList_LinkDetail,10,12,million VND,IT_SUPPORT,UNKNOWN,Hồ Chí Minh, Quận 7
593,2023-08-01,Lập Trình Viên PHP,Công ty TNHH Phương Nam Vina,10 - 20 triệu,Hồ Chí Minh: Bình Thạnh,Còn 29 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-php/1075435.html?ta_source=JobSearchList_LinkDetail,10,20,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hồ Chí Minh, Bình Thạnh
594,2023-08-01,Software Project Manager (Vietnamese),Nexus FrontierTech Vietnam,"Trên 1,500 USD",Hà Nội,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/software-project-manager-vietnamese/1015813.html?ta_source=JobSearchList_LinkDetail,"1,500","1,500",USD,SOFTWARE_ENGINEER,MANAGER,Hà Nội,
595,2023-08-01,Junior System Monitor Support (HCM),Sendo Technology JSC,Thoả thuận,Hồ Chí Minh: Thủ Đức,Còn 60 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/junior-system-monitor-support-hcm/1075348.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,IT_SUPPORT,JUNIOR,Hồ Chí Minh, Thủ Đức
596,2023-08-01,Nhân Viên Content Marketing,CÔNG TY CỔ PHẦN SCUTI,"Tá»›i 1,000 USD",Hà Nội: Nam Từ Liêm,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-content-marketing/1074860.html?ta_source=JobSearchList_LinkDetail,,"1,000",USD,MARKETING,UNKNOWN,Hà Nội, Nam Từ Liêm
597,2023-08-01,"Fullstack PHP Developer (Mark-Up, JavaScript, Symfony)",Công Ty TNHH Movi,20 - 30 triệu,Hồ Chí Minh: Bình Thạnh,Còn 22 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/fullstack-php-developer-mark-up-javascript-symfony/1075119.html?ta_source=JobSearchList_LinkDetail,20,30,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hồ Chí Minh, Bình Thạnh
598,2023-08-01,Lập Trình Viên Java Web (2 Năm Kinh Nghiệm),CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG TCOM,Tới 30 triệu,Hà Nội: Nam Từ Liêm,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-web-2-nam-kinh-nghiem/1074850.html?ta_source=JobSearchList_LinkDetail,,30,million VND,SOFTWARE_ENGINEER,MIDDLE,Hà Nội, Nam Từ Liêm
599,2023-08-01,Java Web Developer (2 Năm Kinh Nghiệm),CÔNG TY CỔ PHẦN TCOM,Tới 30 triệu,Hà Nội: Nam Từ Liêm,Còn 20 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/java-web-developer-2-nam-kinh-nghiem/1074861.html?ta_source=JobSearchList_LinkDetail,,30,million VND,SOFTWARE_ENGINEER,MIDDLE,Hà Nội, Nam Từ Liêm
600,2023-08-01,"Junior Software Quality Assurnace For A Y Combinator Fintech Startup, Salary From 11M Vnd",Poko,Trên 11 triệu,Hồ Chí Minh: Bình Thạnh,Còn 17 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/junior-software-quality-assurnace-for-a-y-combinator-fintech-startup-salary-from-11m-vnd/1071828.html?ta_source=JobSearchList_LinkDetail,11,11,million VND,SOFTWARE_ENGINEER,JUNIOR,Hồ Chí Minh, Bình Thạnh
601,2023-08-01,Chuyên Viên Quản Trị Ứng Dụng Thu Nhập 25M-30M Đi Là m Ngay,CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THÆ¯Æ NG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL,25 - 30 triệu,Hà Nội: Cầu Giấy,Còn 17 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-ung-dung-thu-nhap-25m-30m-di-lam-ngay/798568.html?ta_source=JobSearchList_LinkDetail,25,30,million VND,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
602,2023-08-01,"Giáo Viên Sư Phạm Kỹ Thuật, Công Nghệ Thông Tin, Điện - Điện Tử, Tự Động Hoá, Robotics (Dạy Ca Linh Hoạt, Thu Nhập Upto 12Tr/ Tháng)",CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,Tới 12 triệu,"Hồ Chí Minh: Quận 2, Bình Thạnh, Quận 3, Phú Nhuận, Gò Vấp, Tân Bình, Tân Phú, Bình Tân, Quận 11, Quận 7: Bình Dương: Thủ Dầu Một",Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/brand/tekyholdings/tuyen-dung/giao-vien-su-pham-ky-thuat-cong-nghe-thong-tin-dien-dien-tu-tu-dong-hoa-robotics-day-ca-linh-hoat-thu-nhap-upto-12tr-thang-j1072736.html?ta_source=JobSearchList_LinkDetail,,12,million VND,OTHER,UNKNOWN,Hồ Chí Minh," Quận 2, Bình Thạnh, Quận 3, Phú Nhuận, Gò Vấp, Tân Bình, Tân Phú, Bình Tân, Quận 11, Quận 7"
603,2023-08-01,Giáo Viên Công Nghệ Stem [Hồ Chí Minh/ Bình Dương],CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,Tới 12 triệu,"Hồ Chí Minh: Bình Tân, Gò Vấp, Quận 2, Quận 7, Bình Thạnh, Quận 3, Tân Bình, Phú Nhuận, Tân Phú, Quận 11: Bình Dương: Thủ Dầu Một",Còn 18 ngà y để ứng tuyển,https://www.topcv.vn/brand/tekyholdings/tuyen-dung/giao-vien-cong-nghe-stem-ho-chi-minh-binh-duong-j1021106.html?ta_source=JobSearchList_LinkDetail,,12,million VND,OTHER,UNKNOWN,Hồ Chí Minh," Bình Tân, Gò Vấp, Quận 2, Quận 7, Bình Thạnh, Quận 3, Tân Bình, Phú Nhuận, Tân Phú, Quận 11"
604,2023-08-01,Senior Business Analyst,CÔNG TY TNHH TRANSFORMHUB,Tới 50 triệu,Hà Nội: Đà Nẵng: Hồ Chí Minh,Còn 17 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/senior-business-analyst/1072670.html?ta_source=JobSearchList_LinkDetail,,50,million VND,BUSINESS_ANALYST,SENIOR,Hà Nội, Đà Nẵng
605,2023-08-01,Lập Trình Viên Mobile (Flutter Developer),CÔNG TY CỔ PHẦN TẦM NHÌN QUỐC TẾ ALADDIN,15 - 25 triệu,Hà Nội: Hà Đông,Còn 19 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-mobile-flutter-developer/1072610.html?ta_source=JobSearchList_LinkDetail,15,25,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Hà Đông
606,2023-08-01,Senior Full-Stack Developer,CÔNG TY TNHH CÔNG NGHỆ BLUE BELT,"2,000 - 4,000 USD",Hà Nội: Hồ Chí Minh,Còn 29 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/senior-full-stack-developer/1072373.html?ta_source=JobSearchList_LinkDetail,"2,000","4,000",USD,SOFTWARE_ENGINEER,SENIOR,Hà Nội, Hồ Chí Minh
607,2023-08-01,Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Cầu Giấy-Tp.Hà Nội],Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,7 - 10 triệu,Hà Nội: Cầu Giấy,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ky-thuat-quan-cau-giay-tp-ha-noi/1004237.html?ta_source=JobSearchList_LinkDetail,7,10,million VND,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
608,2023-08-01,Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Hoà ng Mai-Tp.Hà Nội],Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,7 - 10 triệu,Hà Nội: Hoà ng Mai,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ky-thuat-quan-hoang-mai-tp-ha-noi/1004251.html?ta_source=JobSearchList_LinkDetail,7,10,million VND,OTHER,UNKNOWN,Hà Nội, Hoà ng Mai
609,2023-08-01,Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Đống Đa-Tp.Hà Nội],Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,7 - 10 triệu,Hà Nội: Đống Đa,Còn 60 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ky-thuat-quan-dong-da-tp-ha-noi/1004264.html?ta_source=JobSearchList_LinkDetail,7,10,million VND,OTHER,UNKNOWN,Hà Nội, Đống Đa
610,2023-08-01,"Lập Trình Viên Java Tại Hà Đông, Hà Nội",Công ty cổ phần thương mại trực tuyến An Thịnh Phát,12 - 25 triệu,Hà Nội: Hà Đông,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-tai-ha-dong-ha-noi/653276.html?ta_source=JobSearchList_LinkDetail,12,25,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Hà Đông
611,2023-08-01,Thực Tập Sinh Hỗ Trợ Kỹ Thuật IT ( IT Support / IT Helpdesk ),CÔNG TY TNHH TƯ VẤN & ĐÀO TẠO ĐẠI DÆ¯Æ NG,Thoả thuận,"Hồ Chí Minh: Thủ Đức, Nhà Bè, Quận 6, Quận 7, Quận 12, Bình Chánh",Còn 18 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/thuc-tap-sinh-ho-tro-ky-thuat-it-it-support-it-helpdesk/1072535.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,IT_SUPPORT,INTERN,Hồ Chí Minh," Thủ Đức, Nhà Bè, Quận 6, Quận 7, Quận 12, Bình Chánh"
612,2023-08-01,Game Designer,WAYFU STUDIO,Trên 10 triệu,Hà Nội,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/game-designer/1071635.html?ta_source=JobSearchList_LinkDetail,10,10,million VND,UI_UX_DESIGNER,UNKNOWN,Hà Nội,
613,2023-08-01,Learning & Development Supervisor,Nexcel Solutions,Thoả thuận,Hồ Chí Minh: Quận 12,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/learning-development-supervisor/1071879.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,UNKNOWN,Hồ Chí Minh, Quận 12
614,2023-08-01,Lập Trình Mobile,ShopDunk - Công ty CP HESMAN,13 - 15 triệu,Hà Nội: Thanh Xuân,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-mobile/1072415.html?ta_source=JobSearchList_LinkDetail,13,15,million VND,MOBILE_DEVELOPER,UNKNOWN,Hà Nội, Thanh Xuân
615,2023-08-01,Leader Lập Trình Mobile,ShopDunk - Công ty CP HESMAN,25 - 30 triệu,Hà Nội: Thanh Xuân,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/leader-lap-trinh-mobile/1072422.html?ta_source=JobSearchList_LinkDetail,25,30,million VND,MOBILE_DEVELOPER,LEAD,Hà Nội, Thanh Xuân
616,2023-08-01,Lập Trình Web,ShopDunk - Công ty CP HESMAN,13 - 15 triệu,Hà Nội: Thanh Xuân,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-web/1072424.html?ta_source=JobSearchList_LinkDetail,13,15,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Thanh Xuân
617,2023-08-01,Magento Developer (PHP),Công ty Cổ phần Vũ Gia Software VN,7 - 12 triệu,Hà Nội: Hoà ng Mai,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/magento-developer-php/910987.html?ta_source=JobSearchList_LinkDetail,7,12,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Hoà ng Mai
