,created_date,job_title,company,salary,address,time,link_description,min_salary,max_salary,salary_unit,position,level,city,district
1105,2023-08-01,System Engineer,Công ty TNHH MTV Ứng Dụng Kỹ Thuật và Sản xuất,Thoả thuận,Hà Nội: Cầu Giấy,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/system-engineer/748480.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
1106,2023-08-01,Nhân Viên Kỹ Thuật Máy Tính,CÔNG TY TNHH VTECH KỸ THUẬT VIỆT,7 - 10 triệu,Hồ Chí Minh: Tân Phú,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-may-tinh/1066811.html?ta_source=JobSearchList_LinkDetail,7,10,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hồ Chí Minh, Tân Phú
1107,2023-08-01,Golang/Nodejs Developer (Từ 2 Năm Kinh Nghiệm),CÔNG TY TNHH BTC STUDIO,Trên 17 triệu,Hà Nội,Còn 12 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/golang-nodejs-developer-tu-2-nam-kinh-nghiem/1067409.html?ta_source=JobSearchList_LinkDetail,17,17,million VND,SOFTWARE_ENGINEER,MIDDLE,Hà Nội,
1108,2023-08-01,Aws Engineer (Từ 2 Năm Kinh Nghiệm),CÔNG TY TNHH BTC STUDIO,Trên 20 triệu,Hà Nội,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/aws-engineer-tu-2-nam-kinh-nghiem/1067435.html?ta_source=JobSearchList_LinkDetail,20,20,million VND,OTHER,MIDDLE,Hà Nội,
1109,2023-08-01,Quản Trị Dự Án Phần Mềm,Công ty Cổ phần Công nghệ SAVIS,25 - 40 triệu,Hà Nội: Cầu Giấy,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/quan-tri-du-an-phan-mem/350443.html?ta_source=JobSearchList_LinkDetail,25,40,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Cầu Giấy
1110,2023-08-01,Quản Trị Dự Án Phần Cứng,Công ty Cổ phần Công nghệ SAVIS,20 - 40 triệu,Hà Nội: Cầu Giấy,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/quan-tri-du-an-phan-cung/350444.html?ta_source=JobSearchList_LinkDetail,20,40,million VND,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
1111,2023-08-01,Lập Trình Viên Front-End,Công ty Cổ phần Công nghệ SAVIS,10 - 25 triệu,Hà Nội: Cầu Giấy,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-front-end/499995.html?ta_source=JobSearchList_LinkDetail,10,25,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Cầu Giấy
1112,2023-08-01,Kỹ Sư Quản Trị Mạng & Bảo Mật,Công ty Cổ phần Công nghệ SAVIS,10 - 30 triệu,Hà Nội: Cầu Giấy,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/ky-su-quan-tri-mang-bao-mat/667122.html?ta_source=JobSearchList_LinkDetail,10,30,million VND,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
1113,2023-08-01,Lập Trình Viên .Net,Công ty Cổ phần Công nghệ SAVIS,15 - 25 triệu,Hà Nội: Cầu Giấy,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-net/252226.html?ta_source=JobSearchList_LinkDetail,15,25,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Cầu Giấy
1114,2023-08-01,Test Leader,Công ty Cổ phần Công nghệ SAVIS,25 - 40 triệu,Hà Nội: Cầu Giấy,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/test-leader/904433.html?ta_source=JobSearchList_LinkDetail,25,40,million VND,QA_TESTER,LEAD,Hà Nội, Cầu Giấy
1115,2023-08-01,Junior QC/Tester,CÔNG TY TNHH SOFT WORLD VIỆT NAM,Thoả thuận,Hồ Chí Minh: Tân Bình,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/junior-qc-tester/1066764.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,QA_TESTER,JUNIOR,Hồ Chí Minh, Tân Bình
1116,2023-08-01,Nhân Viên Nghiên Cứu Và Phát Triển Công Nghệ,CÔNG TY CỔ PHẦN SỞ GIAO DỊCH HÀNG HÓA VIỆT NAM,Thoả thuận,Hà Nội: Cầu Giấy,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-nghien-cuu-va-phat-trien-cong-nghe/1013868.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
1117,2023-08-01,IT Helpdesk,CÔNG TY CỔ PHẦN TẬP ĐOÀN F.I.T,Thoả thuận,Hà Nội: Thanh Xuân,Còn 14 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/it-helpdesk/1066390.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,IT_SUPPORT,UNKNOWN,Hà Nội, Thanh Xuân
1118,2023-08-01,IT Vận Hà nh Web-App E-Learning (Academy),CÔNG TY TNHH CUỘC SỐNG TÆ¯Æ I ĐẸP,12 - 17 triệu,Hồ Chí Minh: Quận 3,Còn 29 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/it-van-hanh-web-app-e-learning-academy/1067467.html?ta_source=JobSearchList_LinkDetail,12,17,million VND,SOFTWARE_ENGINEER,UNKNOWN,Hồ Chí Minh, Quận 3
1119,2023-08-01,"Leader Fullstack Reactjs,Nodejs",CÔNG TY TNHH FRIENDIFY AI,"Trên 2,000 USD",Hồ Chí Minh: Quận 2,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/leader-fullstack-reactjs-nodejs/1066705.html?ta_source=JobSearchList_LinkDetail,"2,000","2,000",USD,SOFTWARE_ENGINEER,LEAD,Hồ Chí Minh, Quận 2
1120,2023-08-01,Business Analyst Fresher,MAGESTORE,8 - 15 triệu,Hà Nội: Nam Từ Liêm,Còn 40 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/business-analyst-fresher/935768.html?ta_source=JobSearchList_LinkDetail,8,15,million VND,BUSINESS_ANALYST,FRESHER,Hà Nội, Nam Từ Liêm
1121,2023-08-01,Nhân Viên IT Support - Là m Việc Tại Tân Bình,Công ty Cổ phần I.P.L,9 - 13 triệu,Hồ Chí Minh: Tân Bình,Còn 30 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it-support-lam-viec-tai-tan-binh/1034987.html?ta_source=JobSearchList_LinkDetail,9,13,million VND,IT_SUPPORT,UNKNOWN,Hồ Chí Minh, Tân Bình
1122,2023-08-01,Nhân Viên IT Support,Công ty TNHH MTV Thà nh Võ,Thoả thuận,Hồ Chí Minh: Tân Bình,Còn 10 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it-support/1066454.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,IT_SUPPORT,UNKNOWN,Hồ Chí Minh, Tân Bình
1123,2023-08-01,Middle JavaScript Developer,MAGESTORE,Tới 30 triệu,Hà Nội: Nam Từ Liêm,Còn 40 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/middle-javascript-developer/1066994.html?ta_source=JobSearchList_LinkDetail,,30,million VND,SOFTWARE_ENGINEER,MIDDLE,Hà Nội, Nam Từ Liêm
1124,2023-08-01,Trưởng Nhóm Kiểm Soát Chất Lượng (Senior Process Quality Assurance),Công Ty Cổ Phần Công Nghệ VMO Holdings,25 - 30 triệu,Hà Nội: Cầu Giấy,Còn 14 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/truong-nhom-kiem-soat-chat-luong-senior-process-quality-assurance/1027092.html?ta_source=JobSearchList_LinkDetail,25,30,million VND,OTHER,LEAD,Hà Nội, Cầu Giấy
1125,2023-08-01,IT Project Manager (Pm) (English And Japanese Speaking) - Upto $2000,Công Ty Cổ Phần Công Nghệ VMO Holdings,"Tá»›i 2,000 USD",Hà Nội: Cầu Giấy,Còn 11 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/it-project-manager-pm-english-and-japanese-speaking-upto-2000/1067277.html?ta_source=JobSearchList_LinkDetail,,"2,000",USD,PROJECT_MANAGER,MANAGER,Hà Nội, Cầu Giấy
1126,2023-08-01,Kỹ Sư Cầu Nối (Brse) Nhật Bản,Công Ty Cổ Phần Công Nghệ VMO Holdings,Thoả thuận,Hà Nội: Cầu Giấy,Còn 14 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/ky-su-cau-noi-brse-nhat-ban/1067400.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,UNKNOWN,Hà Nội, Cầu Giấy
1127,2023-08-01,Nhân Viên Lập Trình Java,CÔNG TY TNHH SES GROUP,Thoả thuận,Hồ Chí Minh: Gò Vấp,Còn 10 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-java/908082.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,UNKNOWN,Hồ Chí Minh, Gò Vấp
1128,2023-08-01,Nhân Viên Network Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ORYZA SYSTEMS,Thoả thuận,Bình Dương: Thuận An,Còn 10 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-network-engineer/1066380.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,OTHER,UNKNOWN,Bình Dương, Thuận An
1129,2023-08-01,Service Developer,FPT Software,Thoả thuận,Hà Nội: Cầu Giấy,Còn 10 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/service-developer/1006737.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Cầu Giấy
1130,2023-08-01,Aem Developer - Salary Up To $2800,FPT Software,Thoả thuận,Hà Nội: Cầu Giấy,Còn 10 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/aem-developer-salary-up-to-2800/1032089.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Cầu Giấy
1131,2023-08-01,Java Developer (Fullstack/Reactjs),FPT Software,Thoả thuận,Hà Nội: Cầu Giấy,Còn 10 ngà y để ứng tuyển,https://www.topcv.vn/viec-lam/java-developer-fullstack-reactjs/1006731.html?ta_source=JobSearchList_LinkDetail,negotiate,negotiate,negotiate,SOFTWARE_ENGINEER,UNKNOWN,Hà Nội, Cầu Giấy
